Visit_ID,Visit_Date,University,Zip_Code,State,Student_Level,Housing,Financial_Aid,Meal_Plan,Food_Weight_lbs
V-3239,2021-06-20,UMass Amherst,01003,MA,Undergraduate,Off-Campus,None,None,10.48
V-3240,2020-10-23,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,None,17.36
V-3241,2022-03-06,UC Irvine,92697,CA,Undergraduate,Off-Campus,None,None,12.89
V-3242,2022-10-05,Arizona State,85281,AZ,Graduate,On-Campus,Pell Grant,None,19.96
V-3243,2023-03-26,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,None,12.38
V-3244,2023-03-19,Ohio State,43210,OH,Undergraduate,Off-Campus,Scholarship,Partial,9.63
V-3245,2021-05-22,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,Full,8.62
V-3246,2022-07-29,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,None,14.93
V-3247,2024-07-28,UMass Amherst,01003,MA,Graduate,Off-Campus,None,None,20.35
V-3248,2024-08-08,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,None,16.81
V-3249,2023-07-24,UW Seattle,98195,WA,Graduate,Off-Campus,Scholarship,Full,24.91
V-3250,2022-04-09,Texas A&M,77843,TX,Undergraduate,Off-Campus,Scholarship,None,10.9
V-3251,2022-12-14,Michigan State,48824,MI,Undergraduate,On-Campus,Pell Grant,Full,22.96
V-3252,2023-09-18,UW Seattle,98195,WA,Undergraduate,On-Campus,None,None,11.12
V-3253,2024-04-26,Ohio State,43210,OH,Undergraduate,Off-Campus,None,Partial,10.84
V-3254,2021-01-03,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,Full,16.3
V-3255,2023-04-28,Arizona State,85281,AZ,Graduate,Off-Campus,Pell Grant,Full,20.54
V-3256,2023-02-22,UW Seattle,98195,WA,Undergraduate,On-Campus,Pell Grant,Partial,11.43
V-3257,2024-01-05,Rutgers,08901,NJ,Undergraduate,On-Campus,Pell Grant,Partial,10.29
V-3258,2023-03-07,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,Partial,10.78
V-3259,2020-07-15,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,Partial,12.57
V-3260,2024-07-21,Michigan State,48824,MI,Undergraduate,On-Campus,Pell Grant,None,21.13
V-3261,2021-03-14,UC Irvine,92697,CA,Undergraduate,On-Campus,Pell Grant,Full,6.43
V-3262,2023-07-08,UF Gainesville,32611,FL,Graduate,Off-Campus,Pell Grant,None,21.31
V-3263,2021-07-05,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,Partial,16.05
V-3264,2023-03-31,Rutgers,08901,NJ,Graduate,Off-Campus,Scholarship,Partial,18.59
V-3265,2024-02-13,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,None,21.0
V-3266,2023-06-05,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,None,15.74
V-3267,2021-07-16,Texas A&M,77843,TX,Undergraduate,On-Campus,None,Partial,16.47
V-3268,2022-05-14,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,None,16.95
V-3269,2022-05-02,UMass Amherst,01003,MA,Graduate,On-Campus,Pell Grant,None,24.38
V-3270,2021-10-28,UMass Amherst,01003,MA,Undergraduate,On-Campus,None,Partial,12.81
V-3271,2022-01-08,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,None,20.1
V-3272,2023-05-05,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,Partial,14.3
V-3273,2022-11-29,UC Irvine,92697,CA,Graduate,Off-Campus,Scholarship,Partial,19.35
V-3274,2021-08-20,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,None,12.15
V-3275,2023-09-30,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,Partial,13.55
V-3276,2022-10-10,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,None,12.77
V-3277,2020-10-15,UF Gainesville,32611,FL,Undergraduate,On-Campus,Pell Grant,Partial,12.83
V-3278,2022-11-03,UMass Amherst,01003,MA,Graduate,On-Campus,None,Partial,20.59
V-3279,2021-04-02,UW Seattle,98195,WA,Undergraduate,On-Campus,Pell Grant,Partial,13.26
V-3280,2023-02-13,Rutgers,08901,NJ,Graduate,On-Campus,Pell Grant,None,19.67
V-3281,2023-12-08,UW Seattle,98195,WA,Undergraduate,On-Campus,None,None,18.19
V-3282,2021-07-22,Ohio State,43210,OH,Undergraduate,Off-Campus,Scholarship,Full,13.91
V-3283,2022-07-25,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,Partial,15.72
V-3284,2024-05-23,Texas A&M,77843,TX,Undergraduate,On-Campus,Scholarship,Partial,11.87
V-3285,2023-07-24,UF Gainesville,32611,FL,Undergraduate,Off-Campus,None,Partial,9.97
V-3286,2023-09-26,Ohio State,43210,OH,Undergraduate,On-Campus,Scholarship,Full,17.59
V-3287,2021-01-27,Arizona State,85281,AZ,Graduate,Off-Campus,None,None,22.1
V-3288,2022-08-24,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Scholarship,Partial,10.2
V-3289,2024-09-20,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,Partial,11.42
V-3290,2023-05-30,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,Partial,19.58
V-3291,2022-10-21,Rutgers,08901,NJ,Undergraduate,On-Campus,None,Partial,12.27
V-3292,2024-01-29,Ohio State,43210,OH,Undergraduate,Off-Campus,None,None,12.56
V-3293,2023-09-16,Michigan State,48824,MI,Undergraduate,Off-Campus,Scholarship,Partial,10.59
V-3294,2022-09-01,Arizona State,85281,AZ,Undergraduate,On-Campus,Pell Grant,Partial,9.8
V-3295,2023-09-02,UMass Amherst,01003,MA,Graduate,Off-Campus,None,Full,29.4
V-3296,2022-01-12,Arizona State,85281,AZ,Undergraduate,On-Campus,Pell Grant,None,13.05
V-3297,2022-12-06,Michigan State,48824,MI,Undergraduate,Off-Campus,None,None,13.06
V-3298,2021-09-28,UC Irvine,92697,CA,Undergraduate,On-Campus,Scholarship,None,8.76
V-3299,2021-01-07,UC Irvine,92697,CA,Undergraduate,Off-Campus,None,None,6.09
V-3300,2023-04-01,UMass Amherst,01003,MA,Graduate,Off-Campus,None,Partial,27.34
V-3301,2022-10-03,Georgia Tech,30332,GA,Graduate,Off-Campus,None,None,24.21
V-3302,2023-07-24,Ohio State,43210,OH,Undergraduate,On-Campus,Scholarship,None,15.39
V-3303,2020-05-13,Michigan State,48824,MI,Undergraduate,On-Campus,Pell Grant,None,2.0
V-3304,2023-07-16,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,None,13.7
V-3305,2022-07-31,Georgia Tech,30332,GA,Undergraduate,On-Campus,Scholarship,None,14.46
V-3306,2024-09-05,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,Partial,16.01
V-3307,2024-03-31,UC Irvine,92697,CA,Undergraduate,Off-Campus,Scholarship,Partial,4.55
V-3308,2023-08-09,Ohio State,43210,OH,Undergraduate,On-Campus,Scholarship,Partial,20.24
V-3309,2024-01-22,UW Seattle,98195,WA,Undergraduate,Off-Campus,Scholarship,Full,16.72
V-3310,2022-11-16,Texas A&M,77843,TX,Graduate,Off-Campus,Pell Grant,Partial,10.87
V-3311,2024-07-29,Rutgers,08901,NJ,Undergraduate,On-Campus,None,None,13.6
V-3312,2023-07-21,UW Seattle,98195,WA,Undergraduate,Off-Campus,Scholarship,Partial,11.78
V-3313,2023-02-25,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,None,14.38
V-3314,2022-09-30,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,Partial,13.2
V-3315,2023-12-04,Texas A&M,77843,TX,Graduate,Off-Campus,Pell Grant,None,22.42
V-3316,2023-03-06,Arizona State,85281,AZ,Graduate,Off-Campus,None,None,13.09
V-3317,2022-11-30,Rutgers,08901,NJ,Undergraduate,Off-Campus,None,Partial,14.78
V-3318,2024-01-13,Ohio State,43210,OH,Undergraduate,Off-Campus,Scholarship,None,11.42
V-3319,2021-07-12,Texas A&M,77843,TX,Graduate,On-Campus,Pell Grant,None,16.81
V-3320,2022-04-27,UMass Amherst,01003,MA,Undergraduate,On-Campus,Pell Grant,Full,13.25
V-3321,2022-01-11,Texas A&M,77843,TX,Undergraduate,On-Campus,Pell Grant,None,19.66
V-3322,2021-09-25,Michigan State,48824,MI,Undergraduate,On-Campus,Scholarship,Partial,15.23
V-3323,2022-06-28,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,None,13.29
V-3324,2024-10-12,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,None,10.51
V-3325,2024-03-01,Ohio State,43210,OH,Graduate,Off-Campus,None,Partial,21.09
V-3326,2022-11-20,Georgia Tech,30332,GA,Undergraduate,On-Campus,Pell Grant,None,10.42
V-3327,2021-10-28,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,Full,17.39
V-3328,2020-11-04,Ohio State,43210,OH,Undergraduate,On-Campus,None,None,12.28
V-3329,2023-04-24,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,Partial,10.22
V-3330,2022-10-13,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,None,13.59
V-3331,2023-02-10,UMass Amherst,01003,MA,Graduate,Off-Campus,Pell Grant,Partial,24.24
V-3332,2022-12-09,Texas A&M,77843,TX,Undergraduate,Off-Campus,None,Partial,17.92
V-3333,2024-03-05,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,Partial,14.32
V-3334,2022-06-19,Arizona State,85281,AZ,Graduate,Off-Campus,Pell Grant,Partial,22.68
V-3335,2024-07-16,UMass Amherst,01003,MA,Graduate,Off-Campus,Pell Grant,Partial,22.36
V-3336,2023-01-13,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,Partial,7.46
V-3337,2024-07-08,Georgia Tech,30332,GA,Graduate,On-Campus,None,Partial,20.13
V-3338,2021-08-10,Arizona State,85281,AZ,Undergraduate,On-Campus,Pell Grant,Partial,6.7
V-3339,2022-03-31,Texas A&M,77843,TX,Undergraduate,Off-Campus,Scholarship,None,16.22
V-3340,2022-09-15,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,None,10.99
V-3341,2021-09-02,Rutgers,08901,NJ,Undergraduate,Off-Campus,Scholarship,None,13.93
V-3342,2022-10-27,UC Irvine,92697,CA,Undergraduate,Off-Campus,Scholarship,None,7.44
V-3343,2022-05-24,Michigan State,48824,MI,Undergraduate,Off-Campus,Scholarship,None,14.21
V-3344,2021-04-03,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,None,12.37
V-3345,2023-03-19,Ohio State,43210,OH,Undergraduate,Off-Campus,Scholarship,None,16.29
V-3346,2024-03-31,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,None,14.12
V-3347,2022-02-27,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,None,13.83
V-3348,2022-11-08,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,Partial,18.65
V-3349,2024-11-23,Ohio State,43210,OH,Undergraduate,Off-Campus,None,Partial,19.53
V-3350,2022-04-13,Michigan State,48824,MI,Graduate,On-Campus,Scholarship,None,27.78
V-3351,2022-09-16,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Scholarship,None,23.29
V-3352,2021-10-01,UW Seattle,98195,WA,Undergraduate,On-Campus,None,None,23.45
V-3353,2022-01-10,UC Irvine,92697,CA,Graduate,Off-Campus,None,Full,19.46
V-3354,2023-02-19,UC Irvine,92697,CA,Undergraduate,Off-Campus,None,None,15.11
V-3355,2024-10-22,Arizona State,85281,AZ,Undergraduate,Off-Campus,Scholarship,None,23.58
V-3356,2023-04-29,Rutgers,08901,NJ,Undergraduate,Off-Campus,Scholarship,Partial,19.81
V-3357,2021-10-03,Ohio State,43210,OH,Undergraduate,On-Campus,Scholarship,None,10.96
V-3358,2022-08-21,Ohio State,43210,OH,Undergraduate,Off-Campus,Scholarship,None,10.71
V-3359,2023-10-13,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,None,7.39
V-3360,2022-12-17,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,None,15.79
V-3361,2022-06-27,Texas A&M,77843,TX,Undergraduate,Off-Campus,Scholarship,None,19.46
V-3362,2023-11-14,UMass Amherst,01003,MA,Undergraduate,Off-Campus,None,None,12.06
V-3363,2023-01-08,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Scholarship,None,11.53
V-3364,2022-03-04,Rutgers,08901,NJ,Undergraduate,On-Campus,Pell Grant,None,2.12
V-3365,2024-07-30,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Scholarship,Full,18.03
V-3366,2023-03-20,UW Seattle,98195,WA,Undergraduate,Off-Campus,None,None,18.8
V-3367,2023-04-01,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,None,15.39
V-3368,2023-08-09,UW Seattle,98195,WA,Undergraduate,Off-Campus,None,None,11.86
V-3369,2022-11-17,UW Seattle,98195,WA,Undergraduate,Off-Campus,Pell Grant,Partial,13.35
V-3370,2022-09-02,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,Partial,12.61
V-3371,2024-07-29,Michigan State,48824,MI,Graduate,Off-Campus,Pell Grant,None,23.85
V-3372,2024-07-06,UC Irvine,92697,CA,Undergraduate,Off-Campus,None,None,12.61
V-3373,2024-03-08,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,Full,10.36
V-3374,2024-07-29,Ohio State,43210,OH,Graduate,Off-Campus,Pell Grant,None,14.11
V-3375,2023-01-31,UW Seattle,98195,WA,Undergraduate,Off-Campus,None,Full,12.08
V-3376,2023-07-12,UF Gainesville,32611,FL,Graduate,On-Campus,None,Partial,24.58
V-3377,2020-12-19,UF Gainesville,32611,FL,Graduate,On-Campus,None,Partial,15.17
V-3378,2020-12-10,UMass Amherst,01003,MA,Graduate,Off-Campus,Scholarship,Partial,12.46
V-3379,2022-05-22,Michigan State,48824,MI,Undergraduate,Off-Campus,Scholarship,Partial,9.03
V-3380,2022-12-24,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,None,10.36
V-3381,2022-05-14,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,Partial,11.55
V-3382,2024-08-22,Michigan State,48824,MI,Undergraduate,Off-Campus,Scholarship,None,10.43
V-3383,2023-03-25,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,None,6.09
V-3384,2024-09-21,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Scholarship,None,18.9
V-3385,2023-08-07,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,None,10.44
V-3386,2023-04-25,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,Partial,15.7
V-3387,2021-01-28,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Scholarship,Partial,10.42
V-3388,2023-04-14,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Scholarship,None,11.33
V-3389,2023-12-23,UC Irvine,92697,CA,Undergraduate,Off-Campus,None,None,17.92
V-3390,2020-09-27,Michigan State,48824,MI,Graduate,Off-Campus,Pell Grant,Full,18.04
V-3391,2021-12-25,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,Partial,18.41
V-3392,2021-07-22,UF Gainesville,32611,FL,Undergraduate,On-Campus,Pell Grant,Partial,10.98
V-3393,2023-05-08,Michigan State,48824,MI,Undergraduate,Off-Campus,None,Partial,10.2
V-3394,2023-02-20,Ohio State,43210,OH,Graduate,On-Campus,None,None,18.98
V-3395,2022-01-29,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,None,10.94
V-3396,2021-12-18,Rutgers,08901,NJ,Graduate,Off-Campus,None,Partial,26.17
V-3397,2021-12-25,Georgia Tech,30332,GA,Undergraduate,Off-Campus,None,Partial,10.71
V-3398,2022-07-29,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,Partial,15.23
V-3399,2024-06-28,Arizona State,85281,AZ,Undergraduate,On-Campus,None,Full,15.33
V-3400,2023-11-03,Texas A&M,77843,TX,Undergraduate,Off-Campus,None,Full,10.52
V-3401,2023-01-10,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,None,10.85
V-3402,2023-10-09,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,None,15.42
V-3403,2022-07-20,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,Partial,14.46
V-3404,2023-07-11,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,None,13.24
V-3405,2023-07-25,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,None,14.18
V-3406,2020-06-03,UF Gainesville,32611,FL,Undergraduate,On-Campus,Pell Grant,Partial,5.45
V-3407,2023-07-17,Ohio State,43210,OH,Undergraduate,On-Campus,Pell Grant,None,11.17
V-3408,2023-09-27,Texas A&M,77843,TX,Undergraduate,Off-Campus,Scholarship,None,18.74
V-3409,2022-04-22,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,None,11.49
V-3410,2022-11-03,Georgia Tech,30332,GA,Undergraduate,On-Campus,Pell Grant,None,18.0
V-3411,2024-10-08,UW Seattle,98195,WA,Undergraduate,Off-Campus,Pell Grant,Partial,20.2
V-3412,2022-01-07,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,None,17.95
V-3413,2024-04-09,UF Gainesville,32611,FL,Undergraduate,On-Campus,Pell Grant,None,21.84
V-3414,2021-09-06,UMass Amherst,01003,MA,Undergraduate,On-Campus,None,Full,15.03
V-3415,2022-03-25,Arizona State,85281,AZ,Graduate,Off-Campus,None,None,26.01
V-3416,2022-12-06,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,Full,17.79
V-3417,2024-02-27,UC Irvine,92697,CA,Undergraduate,Off-Campus,None,Partial,8.11
V-3418,2023-03-18,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,None,15.87
V-3419,2020-12-17,UW Seattle,98195,WA,Graduate,Off-Campus,Pell Grant,None,27.88
V-3420,2022-01-19,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,None,5.78
V-3421,2021-10-24,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,Partial,13.12
V-3422,2023-01-08,Texas A&M,77843,TX,Undergraduate,Off-Campus,Scholarship,None,9.8
V-3423,2022-11-24,UW Seattle,98195,WA,Graduate,Off-Campus,None,None,16.94
V-3424,2021-07-21,Arizona State,85281,AZ,Undergraduate,Off-Campus,Scholarship,None,10.83
V-3425,2023-10-07,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Scholarship,None,16.29
V-3426,2023-11-12,Ohio State,43210,OH,Graduate,Off-Campus,Pell Grant,Partial,19.45
V-3427,2023-05-31,Ohio State,43210,OH,Undergraduate,Off-Campus,None,None,15.87
V-3428,2023-12-13,Texas A&M,77843,TX,Undergraduate,On-Campus,Scholarship,Full,22.6
V-3429,2022-11-17,UC Irvine,92697,CA,Undergraduate,Off-Campus,Pell Grant,None,18.23
V-3430,2023-02-03,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,Partial,14.86
V-3431,2021-03-19,UMass Amherst,01003,MA,Undergraduate,On-Campus,None,None,11.68
V-3432,2022-10-21,Georgia Tech,30332,GA,Graduate,On-Campus,None,Full,21.83
V-3433,2021-07-21,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,Partial,6.01
V-3434,2023-07-16,Arizona State,85281,AZ,Undergraduate,Off-Campus,Scholarship,None,12.83
V-3435,2021-05-16,Rutgers,08901,NJ,Undergraduate,Off-Campus,Scholarship,None,14.85
V-3436,2021-08-15,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,None,13.61
V-3437,2022-11-28,UF Gainesville,32611,FL,Undergraduate,Off-Campus,None,Partial,18.54
V-3438,2021-05-22,Michigan State,48824,MI,Undergraduate,Off-Campus,Scholarship,Partial,16.67
V-3439,2023-12-06,Michigan State,48824,MI,Undergraduate,Off-Campus,None,None,16.59
V-3440,2023-05-14,UMass Amherst,01003,MA,Graduate,On-Campus,None,None,19.07
V-3441,2022-08-22,Georgia Tech,30332,GA,Graduate,On-Campus,None,None,17.65
V-3442,2024-06-02,UC Irvine,92697,CA,Undergraduate,On-Campus,Scholarship,None,20.03
V-3443,2023-08-02,Texas A&M,77843,TX,Undergraduate,On-Campus,Pell Grant,Full,16.35
V-3444,2021-06-05,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,Partial,9.53
V-3445,2023-05-27,Texas A&M,77843,TX,Undergraduate,Off-Campus,Scholarship,None,18.51
V-3446,2022-06-26,Texas A&M,77843,TX,Undergraduate,Off-Campus,None,None,15.27
V-3447,2020-08-31,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,None,11.87
V-3448,2023-07-20,Ohio State,43210,OH,Undergraduate,On-Campus,Scholarship,Full,17.89
V-3449,2024-08-21,Texas A&M,77843,TX,Undergraduate,Off-Campus,Scholarship,Partial,17.76
V-3450,2024-08-25,UW Seattle,98195,WA,Undergraduate,On-Campus,Scholarship,Partial,21.04
V-3451,2021-07-10,Arizona State,85281,AZ,Graduate,Off-Campus,Scholarship,None,24.5
V-3452,2023-06-06,UW Seattle,98195,WA,Undergraduate,Off-Campus,None,None,12.58
V-3453,2022-07-24,Georgia Tech,30332,GA,Undergraduate,Off-Campus,None,Partial,13.76
V-3454,2023-12-04,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,Full,13.65
V-3455,2020-12-30,Rutgers,08901,NJ,Graduate,On-Campus,Scholarship,Partial,26.19
V-3456,2022-10-12,UF Gainesville,32611,FL,Undergraduate,Off-Campus,None,None,17.33
V-3457,2023-05-28,Rutgers,08901,NJ,Undergraduate,On-Campus,Scholarship,Partial,14.5
V-3458,2022-05-17,Ohio State,43210,OH,Undergraduate,Off-Campus,Pell Grant,None,10.91
V-3459,2024-08-15,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Scholarship,None,15.87
V-3460,2022-07-21,Rutgers,08901,NJ,Undergraduate,Off-Campus,None,None,5.28
V-3461,2023-07-07,UC Irvine,92697,CA,Undergraduate,Off-Campus,None,Full,13.47
V-3462,2023-06-18,UF Gainesville,32611,FL,Undergraduate,On-Campus,Pell Grant,None,10.81
V-3463,2022-05-22,Ohio State,43210,OH,Undergraduate,On-Campus,None,None,17.59
V-3464,2021-07-03,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,None,11.92
V-3465,2023-04-16,UW Seattle,98195,WA,Undergraduate,Off-Campus,Pell Grant,None,15.07
V-3466,2024-01-29,Georgia Tech,30332,GA,Graduate,Off-Campus,Pell Grant,Full,20.76
V-3467,2022-11-18,UW Seattle,98195,WA,Undergraduate,On-Campus,None,None,18.17
V-3468,2021-03-07,UW Seattle,98195,WA,Undergraduate,On-Campus,Scholarship,None,16.93
V-3469,2022-02-07,UW Seattle,98195,WA,Undergraduate,Off-Campus,Scholarship,Partial,15.8
V-3470,2022-10-05,UW Seattle,98195,WA,Undergraduate,Off-Campus,Scholarship,None,15.45
V-3471,2021-11-12,Arizona State,85281,AZ,Undergraduate,Off-Campus,None,None,7.18
V-3472,2021-05-10,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Scholarship,None,12.23
V-3473,2022-06-28,Texas A&M,77843,TX,Undergraduate,Off-Campus,Pell Grant,Full,18.71
V-3474,2023-02-22,UW Seattle,98195,WA,Undergraduate,On-Campus,None,None,15.32
V-3475,2023-03-31,Michigan State,48824,MI,Undergraduate,Off-Campus,Pell Grant,None,13.32
V-3476,2021-11-02,Texas A&M,77843,TX,Undergraduate,Off-Campus,None,None,11.5
V-3477,2021-01-05,UC Irvine,92697,CA,Graduate,Off-Campus,None,Partial,16.87
V-3478,2023-04-06,Arizona State,85281,AZ,Graduate,Off-Campus,Pell Grant,Partial,20.99
V-3479,2023-11-25,UC Irvine,92697,CA,Undergraduate,On-Campus,None,None,12.75
V-3480,2022-06-07,Rutgers,08901,NJ,Undergraduate,Off-Campus,Scholarship,None,18.32
V-3481,2022-03-24,Georgia Tech,30332,GA,Graduate,Off-Campus,None,None,12.95
V-3482,2020-09-10,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Scholarship,None,15.54
V-3483,2023-03-30,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Scholarship,None,20.19
V-3484,2023-09-02,Arizona State,85281,AZ,Undergraduate,On-Campus,None,None,10.71
V-3485,2022-07-11,Georgia Tech,30332,GA,Undergraduate,On-Campus,Pell Grant,Partial,16.54
V-3486,2021-07-05,UW Seattle,98195,WA,Undergraduate,Off-Campus,Scholarship,None,14.74
V-3487,2024-01-14,Georgia Tech,30332,GA,Undergraduate,On-Campus,Scholarship,None,12.01
V-3488,2024-07-18,Michigan State,48824,MI,Graduate,Off-Campus,None,None,17.05
V-3489,2021-05-20,UC Irvine,92697,CA,Undergraduate,Off-Campus,None,Partial,14.97
V-3490,2023-11-17,Rutgers,08901,NJ,Undergraduate,On-Campus,None,None,22.57
V-3491,2023-10-13,UMass Amherst,01003,MA,Undergraduate,On-Campus,Scholarship,None,20.0
V-3492,2023-07-26,Rutgers,08901,NJ,Undergraduate,Off-Campus,Scholarship,None,17.4
V-3493,2022-04-11,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,None,15.62
V-3494,2023-05-28,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,Partial,15.52
V-3495,2020-10-11,UMass Amherst,01003,MA,Graduate,Off-Campus,Scholarship,Partial,18.3
V-3496,2023-03-29,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Scholarship,None,16.67
V-3497,2021-10-13,Georgia Tech,30332,GA,Undergraduate,Off-Campus,None,Partial,10.16
V-3498,2022-01-23,Arizona State,85281,AZ,Undergraduate,On-Campus,Scholarship,None,17.11
V-3499,2021-12-15,Michigan State,48824,MI,Undergraduate,Off-Campus,Scholarship,None,13.52
V-3500,2021-08-13,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,None,13.31
V-3501,2024-04-03,Georgia Tech,30332,GA,Graduate,Off-Campus,Pell Grant,None,27.89
V-3502,2021-08-17,Arizona State,85281,AZ,Undergraduate,Off-Campus,Scholarship,None,8.36
V-3503,2021-09-07,Ohio State,43210,OH,Undergraduate,On-Campus,None,None,16.05
V-3504,2023-07-08,UMass Amherst,01003,MA,Graduate,Off-Campus,Pell Grant,Partial,26.68
V-3505,2022-05-14,UMass Amherst,01003,MA,Graduate,Off-Campus,Scholarship,None,22.05
V-3506,2022-11-05,UMass Amherst,01003,MA,Graduate,Off-Campus,Scholarship,None,21.19
V-3507,2022-04-19,Ohio State,43210,OH,Undergraduate,Off-Campus,None,None,13.66
V-3508,2022-04-23,Georgia Tech,30332,GA,Undergraduate,Off-Campus,Pell Grant,None,17.32
V-3509,2022-02-19,UF Gainesville,32611,FL,Undergraduate,Off-Campus,Pell Grant,None,5.89
V-3510,2024-04-09,Arizona State,85281,AZ,Undergraduate,Off-Campus,Pell Grant,Partial,17.41
V-3511,2021-05-14,UMass Amherst,01003,MA,Undergraduate,Off-Campus,Pell Grant,Partial,11.92
V-3512,2023-06-12,Ohio State,43210,OH,Undergraduate,Off-Campus,None,Partial,14.56
V-3513,2024-06-08,Rutgers,08901,NJ,Undergraduate,Off-Campus,Pell Grant,None,17.51
